age,agedef,c_birth,unit,sex,geo\time	2016 	2015 	2014 	2013 
Y15-64,COMPLET,EXT_FOR_HDI,NR,T,IE	23180 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI,NR,T,IS	1079 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI,NR,T,IT	173385 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI,NR,T,LT	6213 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI,NR,T,LU	5419 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI,NR,T,MT	4761 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI,NR,T,NO	25420 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI,NR,T,PL	45460 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI,NR,T,RO	31356 	23118 	34547 	23109 
Y15-64,COMPLET,EXT_FOR_HDI,NR,T,SE	82589 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI,NR,T,SI	6745 	6521 	5022 	5291 
Y15-64,COMPLET,EXT_FOR_HDI,NR,T,UK	258769 	254319 	271832 	234608 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,AT	6459 	7310 	6207 	5583 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,BE	5118 	: 	5301 	5629 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,BG	2257 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,EL	2449 b	815 	774 	3620 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,ES	57965 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,FI	2229 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,HR	1806 	: 	2019.0 	2428.0 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,IE	2567 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,IS	148 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,IT	29152 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,LT	1203 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,LU	854 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,MT	837 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,NO	2076 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,PL	13679 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,RO	2265 	1221 	1271 	684 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,SE	5452 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,SI	2266 	2534 	1991 	1950 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,F,UK	22404 	21209 	26001 	19399 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,AT	7144 	8265 	6161 	5780 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,BE	4752 	: 	4661 	4904 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,BG	1831 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,EL	2304 b	796 	787 	2830 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,ES	46842 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,FI	2194 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,HR	3529 	: 	2527.0 	2679.0 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,IE	2485 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,IS	155 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,IT	21137 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,LT	3929 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,LU	866 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,MT	1112 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,NO	1555 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,PL	18957 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,RO	2968 	1978 	2400 	1003 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,SE	5558 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,SI	3976 	3519 	2645 	2914 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,M,UK	17671 	21907 	21317 	18012 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,AT	13603 	15575 	12368 	11363 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,BE	9870 	: 	9962 	10533 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,BG	4088 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,EL	4753 b	1611 	1561 	6450 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,ES	104807 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,FI	4423 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,HR	5335 	: 	4546.0 	5107.0 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,IE	5052 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,IS	303 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,IT	50289 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,LT	5132 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,LU	1720 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,MT	1949 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,NO	3631 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,PL	32636 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,RO	5233 	3199 	3671 	1687 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,SE	11010 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,SI	6242 	6053 	4636 	4864 
Y15-64,COMPLET,EXT_FOR_HDI_H,NR,T,UK	40075 	43116 	47318 	37411 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,AT	2825 	4030 	1262 	1337 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,BE	5091 	: 	4569 	4539 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,BG	59 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,EL	2029 b	290 	401 	699 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,ES	5029 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,FI	1267 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,HR	23 	: 	20.0 	19.0 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,IE	2899 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,IS	25 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,IT	10176 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,LT	29 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,LU	417 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,MT	154 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,NO	2515 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,PL	181 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,RO	133 	196 	119 	196 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,SE	6718 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,SI	11 	15 	15 	8 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,F,UK	19136 	18920 	15658 	14060 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,AT	7225 	12701 	3244 	3023 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,BE	6874 	: 	5897 	6062 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,BG	110 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,EL	12114 b	3289 	2920 	3675 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,ES	11848 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,FI	2638 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,HR	31 	: 	42.0 	32.0 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,IE	2749 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,IS	59 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,IT	61335 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,LT	114 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,LU	604 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,MT	340 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,NO	3903 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,PL	1346 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,RO	329 	563 	437 	869 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,SE	9990 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,SI	42 	44 	40 	41 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,M,UK	16953 	13499 	22230 	16492 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,AT	10050 	16731 	4506 	4360 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,BE	11965 	: 	10466 	10601 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,BG	169 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,EL	14143 b	3579 	3321 	4374 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,ES	16877 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,FI	3905 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,HR	54 	: 	62.0 	51.0 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,IE	5648 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,IS	84 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,IT	71511 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,LT	143 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,LU	1021 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,MT	494 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,NO	6418 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,PL	1527 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,RO	462 	759 	556 	1065 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,SE	16708 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,SI	53 	59 	55 	49 
Y15-64,COMPLET,EXT_FOR_HDI_L,NR,T,UK	36089 	32419 	37888 	30552 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,AT	5439 	8809 	3145 	2384 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,BE	8414 	: 	7354 	7105 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,BG	661 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,EL	7053 b	1216 	489 	763 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,ES	42984 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,FI	2985 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,HR	123 	: 	137.0 	120.0 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,IE	4529 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,IS	248 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,IT	22014 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,LT	207 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,LU	1055 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,MT	840 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,NO	6865 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,PL	3499 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,RO	10191 	7662 	13653 	8574 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,SE	20986 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,SI	151 	138 	121 	135 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,F,UK	62799 	61106 	53900 	62332 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,AT	4696 	17708 	6511 	2616 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,BE	7687 	: 	7852 	7038 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,BG	688 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,EL	18115 b	3337 	1396 	1814 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,ES	34713 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,FI	4126 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,HR	113 	: 	122.0 	95.0 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,IE	4110 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,IS	201 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,IT	25051 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,LT	606 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,LU	1034 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,MT	972 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,NO	7075 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,PL	5826 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,RO	13888 	10246 	16522 	11584 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,SE	30718 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,SI	156 	121 	106 	110 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,M,UK	58769 	52206 	62916 	52142 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,AT	10135 	26517 	9656 	5000 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,BE	16101 	: 	15206 	14143 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,BG	1349 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,EL	25168 b	4553 	1885 	2577 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,ES	77697 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,FI	7111 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,HR	236 	: 	259.0 	215.0 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,IE	8639 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,IS	449 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,IT	47065 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,LT	813 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,LU	2089 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,MT	1812 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,NO	13940 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,PL	9325 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,RO	24079 	17908 	30175 	20158 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,SE	51704 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,SI	307 	259 	227 	245 
Y15-64,COMPLET,EXT_FOR_HDI_M,NR,T,UK	121568 	113312 	116816 	114474 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,AT	1102 	1063 	1089 	1032 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,BE	1757 	: 	1797 	2030 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,BG	86 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,EL	343 b	318 	301 	304 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,ES	9859 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,FI	368 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,HR	142 	: 	131.0 	97.0 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,IE	1961 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,IS	126 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,IT	2319 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,LT	53 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,LU	315 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,MT	274 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,NO	728 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,PL	718 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,RO	548 	421 	63 	81 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,SE	1531 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,SI	66 	74 	47 	44 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,F,UK	35362 	31282 	43388 	27657 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,AT	1045 	1058 	948 	961 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,BE	1692 	: 	1642 	1827 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,BG	164 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,EL	317 b	290 	286 	266 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,ES	8953 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,FI	444 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,HR	152 	: 	134.0 	136.0 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,IE	1880 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,IS	117 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,IT	2201 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,LT	72 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,LU	274 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,MT	232 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,NO	703 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,PL	1254 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,RO	1034 	831 	82 	118 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,SE	1636 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,SI	77 	76 	57 	89 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,M,UK	25675 	34190 	26422 	24514 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,AT	2147 	2121 	2037 	1993 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,BE	3449 	: 	3439 	3857 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,BG	250 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,EL	660 b	608 	587 	570 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,ES	18812 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,FI	812 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,HR	294 	: 	265.0 	233.0 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,IE	3841 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,IS	243 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,IT	4520 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,LT	125 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,LU	589 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,MT	506 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,NO	1431 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,PL	1972 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,RO	1582 	1252 	145 	199 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,SE	3167 	: 	: 	: 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,SI	143 	150 	104 	133 
Y15-64,COMPLET,EXT_FOR_HDI_VH,NR,T,UK	61037 	65472 	69810 	52171 
Y15-64,COMPLET,NAT,NR,F,AT	2443 	2334 	2208 	2430 
Y15-64,COMPLET,NAT,NR,F,BE	3614 	: 	3487 	3192 
Y15-64,COMPLET,NAT,NR,F,BG	4029 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,F,EL	9061 b	8990 	8705 	8333 
Y15-64,COMPLET,NAT,NR,F,ES	8934 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,F,FI	2570 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,F,HR	1174 	: 	445.0 	310.0 
Y15-64,COMPLET,NAT,NR,F,IE	11735 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,F,IS	597 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,F,IT	6938 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,F,LT	4839 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,F,LU	375 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,F,MT	480 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,F,NO	1497 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,F,PL	41083 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,F,RO	33868 	35909 	41316 	47648 
Y15-64,COMPLET,NAT,NR,F,SE	4958 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,F,SI	631 	597 	545 	514 
Y15-64,COMPLET,NAT,NR,F,UK	21799 	27615 	30805 	28219 
Y15-64,COMPLET,NAT,NR,M,AT	3821 	3860 	3874 	4287 
Y15-64,COMPLET,NAT,NR,M,BE	7555 	: 	7325 	6015 
Y15-64,COMPLET,NAT,NR,M,BG	3709 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,M,EL	11546 b	11457 	11095 	10752 
Y15-64,COMPLET,NAT,NR,M,ES	10473 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,M,FI	2280 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,M,HR	1584 	: 	481.0 	385.0 
Y15-64,COMPLET,NAT,NR,M,IE	12143 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,M,IS	762 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,M,IT	11170 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,M,LT	6143 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,M,LU	526 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,M,MT	540 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,M,NO	1485 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,M,PL	54726 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,M,RO	47513 	41917 	41834 	58605 
Y15-64,COMPLET,NAT,NR,M,SE	5217 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,M,SI	897 	850 	799 	705 
Y15-64,COMPLET,NAT,NR,M,UK	31570 	36715 	28450 	30529 
Y15-64,COMPLET,NAT,NR,T,AT	6264 	6194 	6082 	6717 
Y15-64,COMPLET,NAT,NR,T,BE	11169 	: 	10812 	9207 
Y15-64,COMPLET,NAT,NR,T,BG	7738 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,T,EL	20607 b	20447 	19800 	19085 
Y15-64,COMPLET,NAT,NR,T,ES	19407 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,T,FI	4850 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,T,HR	2758 	: 	926.0 	695.0 
Y15-64,COMPLET,NAT,NR,T,IE	23878 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,T,IS	1359 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,T,IT	18108 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,T,LT	10982 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,T,LU	901 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,T,MT	1020 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,T,NO	2982 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,T,PL	95809 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,T,RO	81381 	77826 	83150 	106253 
Y15-64,COMPLET,NAT,NR,T,SE	10175 	: 	: 	: 
Y15-64,COMPLET,NAT,NR,T,SI	1528 	1447 	1344 	1219 
Y15-64,COMPLET,NAT,NR,T,UK	53369 	64330 	59255 	58748 
Y15-64,COMPLET,NEU28_FOR,NR,F,AT	20288 	25570 	15415 	13998 
Y15-64,COMPLET,NEU28_FOR,NR,F,BE	21691 	: 	20298 	20337 
Y15-64,COMPLET,NEU28_FOR,NR,F,BG	3558 	: 	: 	: 
Y15-64,COMPLET,NEU28_FOR,NR,F,EL	14304 b	4917 	4131 	5622 
Y15-64,COMPLET,NEU28_FOR,NR,F,ES	117407 	: 	: 	: 
Y15-64,COMPLET,NEU28_FOR,NR,F,FI	7046 	: 	: 	: 
Y15-64,COMPLET,NEU28_FOR,NR,F,HR	2512 	: 	2803.0 	3130.0 
Y15-64,COMPLET,NEU28_FOR,NR,F,IE	12169 	: 	: 	: 
